lsoa11,Trips per hour (2006/08),Trips per hour (2010),Trips per hour (2023),Trips per hour change: 2006/08-2023,Trips per hour change: 2010-2023,Trips per hour % change: 2006/08-2023,Trips per hour % change: 2010-2023,Trips per hour change rank (2006/08-2023),Trips per hour change rank (2010-2023)
E01003315,66,66,83,17,17,25.6%,25.9%,"38,764","38,382"
E01003316,49,48,71,21,22,43.4%,46.0%,"39,999","39,875"
E01003317,106,117,120,14,3,13.2%,2.3%,"37,516","35,018"
E01003318,141,143,185,44,42,31.4%,29.8%,"39,275","38,783"
E01003319,141,143,185,44,42,31.3%,29.8%,"39,261","38,779"
E01003320,45,45,60,15,14,33.1%,31.6%,"39,426","38,948"
E01003321,78,82,102,25,20,31.5%,25.0%,"39,285","38,294"
E01003322,111,111,145,33,33,29.9%,29.8%,"39,141","38,784"
E01003323,110,110,143,33,33,30.1%,30.2%,"39,161","38,827"
E01003324,141,142,185,44,43,31.5%,30.1%,"39,287","38,821"
E01003325,141,143,185,44,43,31.3%,29.9%,"39,266","38,794"
E01003326,43,43,52,9,9,21.1%,21.4%,"38,371","37,916"
E01003327,74,73,101,27,29,36.5%,39.4%,"39,663","39,519"
E01003328,82,80,119,37,39,45.3%,48.3%,"40,114","40,013"
E01003329,74,73,101,27,29,36.4%,39.3%,"39,660","39,509"
E01003330,72,73,90,18,18,25.2%,24.4%,"38,718","38,248"
E01003331,67,62,88,21,26,32.1%,42.0%,"39,341","39,648"
E01003332,70,69,95,25,26,36.5%,37.6%,"39,668","39,376"
E01003333,56,56,78,22,22,38.6%,40.2%,"39,764","39,569"
E01003334,72,73,101,30,28,41.7%,38.0%,"39,917","39,400"
E01003335,43,43,53,9,10,21.7%,23.0%,"38,421","38,089"
E01003336,60,60,52,-8,-8,-13.3%,-12.6%,"32,012","30,976"
E01003337,77,74,74,-3,0,-4.5%,-0.5%,"34,379","34,357"
E01003338,131,145,191,59,46,45.2%,31.5%,"40,108","38,930"
E01003339,163,177,169,5,-9,3.2%,-4.9%,"36,041","33,229"
E01003340,165,174,201,36,28,22.0%,16.1%,"38,443","37,260"
E01003341,162,176,182,20,5,12.4%,3.0%,"37,404","35,122"
E01003342,60,60,53,-7,-7,-12.1%,-12.3%,"32,322","31,105"
E01003343,79,85,76,-3,-9,-4.3%,-10.1%,"34,420","31,736"
E01003344,50,50,44,-7,-7,-13.3%,-13.4%,"32,016","30,723"
E01003345,60,60,53,-7,-7,-12.3%,-12.4%,"32,273","31,056"
E01003346,23,23,27,3,3,13.8%,13.8%,"37,589","36,924"
E01003347,20,21,26,6,6,31.8%,28.7%,"39,320","38,686"
E01003348,50,52,85,35,33,68.9%,64.2%,"40,947","40,620"
E01003349,62,66,83,21,17,33.0%,26.4%,"39,423","38,433"
E01003350,14,14,23,9,9,64.7%,64.7%,"40,836","40,635"
E01003351,40,41,47,7,7,17.8%,16.3%,"38,032","37,305"
E01003352,66,66,99,33,34,49.6%,51.2%,"40,300","40,154"
E01003353,55,58,90,35,32,64.8%,56.2%,"40,838","40,346"
E01003354,27,27,33,6,6,22.6%,20.6%,"38,507","37,827"
E01003355,99,98,154,55,57,55.3%,57.9%,"40,511","40,399"
E01003356,90,90,139,49,48,54.4%,53.3%,"40,486","40,226"
E01003357,82,79,126,44,47,53.7%,59.7%,"40,459","40,463"
E01003358,112,104,164,52,60,47.0%,57.1%,"40,191","40,378"
E01003359,82,79,129,47,50,56.9%,63.2%,"40,567","40,580"
E01003360,80,76,124,43,47,53.7%,61.8%,"40,463","40,538"
E01003361,17,19,20,2,1,13.9%,3.3%,"37,597","35,191"
E01003362,47,42,48,0,6,0.4%,13.6%,"35,505","36,885"
E01003363,42,36,42,0,6,0.6%,16.0%,"35,558","37,244"
E01003364,37,31,37,0,6,0.5%,19.0%,"35,526","37,642"
E01003365,90,84,98,8,14,9.1%,16.1%,"36,944","37,258"
E01003366,40,41,56,16,15,40.6%,36.3%,"39,857","39,305"
E01003367,67,63,108,42,45,62.2%,71.7%,"40,761","40,848"
E01003368,55,53,80,25,26,44.9%,49.4%,"40,089","40,056"
E01003369,113,112,156,43,44,37.8%,39.5%,"39,726","39,523"
E01003370,110,112,156,46,44,42.1%,39.4%,"39,937","39,517"
E01003371,69,70,116,47,46,67.2%,65.1%,"40,898","40,647"
E01003372,84,80,118,34,38,40.8%,47.1%,"39,869","39,935"
E01003373,20,20,28,8,8,41.9%,41.9%,"39,925","39,645"
E01003374,89,89,128,39,39,43.6%,43.6%,"40,006","39,740"
E01003375,55,76,106,51,30,94.2%,39.7%,"41,403","39,536"
E01003376,22,22,37,16,16,71.0%,71.7%,"40,994","40,849"
E01003377,16,16,25,8,8,51.1%,51.1%,"40,362","40,150"
E01003378,92,87,105,13,18,13.9%,21.3%,"37,600","37,906"
E01003379,106,105,143,37,38,35.1%,36.2%,"39,566","39,300"
E01003380,60,61,99,39,38,65.2%,61.7%,"40,849","40,532"
E01003381,73,74,120,47,46,64.9%,62.4%,"40,841","40,558"
E01003382,66,67,109,43,42,65.2%,61.9%,"40,847","40,545"
E01003383,117,120,182,65,62,55.5%,52.1%,"40,520","40,186"
E01003384,110,106,176,66,70,59.6%,66.4%,"40,676","40,685"
E01003385,60,61,99,39,38,65.0%,61.8%,"40,845","40,533"
E01003386,74,74,119,45,45,61.2%,60.5%,"40,727","40,488"
E01003387,71,82,82,11,0,15.5%,0.6%,"37,783","34,633"
E01003388,111,111,156,45,45,40.6%,41.0%,"39,850","39,603"
E01003389,106,105,143,37,38,35.0%,36.1%,"39,564","39,289"
E01003390,106,105,143,37,38,35.1%,36.2%,"39,574","39,298"
E01003391,32,32,48,15,15,47.4%,47.4%,"40,214","39,957"
E01003392,69,70,119,49,49,71.1%,69.2%,"40,995","40,777"
E01003393,107,103,148,42,45,39.0%,43.9%,"39,780","39,761"
E01003394,94,92,133,39,41,41.8%,44.6%,"39,922","39,804"
E01003395,27,28,42,15,14,54.6%,50.6%,"40,494","40,120"
E01003396,112,108,141,29,33,26.1%,30.2%,"38,799","38,830"
E01003397,107,103,141,34,38,32.1%,36.9%,"39,344","39,333"
E01003398,39,39,54,15,15,38.1%,38.6%,"39,735","39,436"
E01003399,49,50,88,39,38,79.6%,75.3%,"41,187","40,953"
E01003400,111,111,167,56,56,51.1%,50.3%,"40,359","40,100"
E01003401,111,111,167,56,56,51.0%,50.2%,"40,356","40,091"
E01003402,110,111,167,56,56,51.0%,50.3%,"40,355","40,095"
E01003403,96,98,147,51,49,52.8%,50.3%,"40,420","40,100"
E01003404,40,40,64,24,24,60.5%,61.0%,"40,712","40,504"
E01003405,96,95,128,32,33,33.3%,34.4%,"39,453","39,160"
E01003406,66,64,105,39,41,59.4%,63.6%,"40,667","40,592"
E01003407,22,22,51,29,29,132.0%,132.0%,"41,538","41,481"
E01003408,64,63,101,37,38,57.5%,60.8%,"40,594","40,493"
E01003409,73,72,117,44,45,60.2%,61.8%,"40,693","40,538"
E01003410,22,22,37,16,16,71.9%,72.2%,"41,014","40,870"
E01003411,32,32,48,16,16,48.0%,48.0%,"40,235","40,003"
E01003412,46,46,75,29,29,62.7%,62.7%,"40,781","40,567"
E01003413,46,41,89,43,48,91.8%,117.3%,"41,381","41,420"
E01003414,46,41,89,43,48,91.6%,117.6%,"41,378","41,424"
E01003415,46,41,89,43,48,92.1%,117.8%,"41,384","41,426"
E01003416,46,41,89,42,48,91.4%,117.4%,"41,372","41,422"
E01003417,40,40,47,7,7,18.3%,16.6%,"38,099","37,350"
E01003418,40,33,44,4,11,9.9%,32.6%,"37,083","39,011"
E01003419,37,31,37,0,6,0.7%,18.9%,"35,611","37,622"
E01003420,45,38,49,4,11,8.9%,28.0%,"36,913","38,621"
E01003421,37,31,37,0,6,0.5%,19.0%,"35,526","37,642"
E01003422,37,31,37,0,6,0.7%,19.2%,"35,581","37,678"
E01003423,33,34,49,16,15,49.4%,44.2%,"40,294","39,776"
E01003424,23,23,35,12,12,52.4%,51.3%,"40,404","40,164"
E01003425,48,43,50,2,7,3.3%,15.2%,"36,064","37,125"
E01003426,127,116,144,17,28,13.4%,24.2%,"37,543","38,229"
E01003427,127,116,144,17,28,13.5%,24.2%,"37,550","38,229"
E01003428,33,34,49,16,15,49.1%,43.6%,"40,283","39,739"
E01003429,40,41,70,30,29,76.4%,72.0%,"41,126","40,859"
E01003430,32,32,55,23,23,72.6%,72.3%,"41,037","40,873"
E01003431,32,32,55,23,23,72.4%,72.1%,"41,031","40,869"
E01003432,42,42,64,21,21,50.3%,50.1%,"40,324","40,085"
E01003433,40,41,70,30,29,76.4%,72.0%,"41,126","40,859"
E01003434,40,41,70,30,29,76.0%,71.6%,"41,112","40,843"
E01003435,30,30,38,8,7,25.5%,24.2%,"38,750","38,220"
E01003436,65,63,87,22,25,34.2%,39.4%,"39,510","39,521"
E01003437,64,64,78,15,14,22.9%,22.1%,"38,530","37,992"
E01003438,89,87,97,8,10,8.5%,10.9%,"36,853","36,518"
E01003439,124,116,144,20,28,15.9%,24.2%,"37,814","38,216"
E01003440,80,77,99,19,21,23.8%,27.9%,"38,608","38,601"
E01003441,30,30,61,31,31,102.0%,102.0%,"41,464","41,332"
E01003442,40,40,64,24,24,60.7%,61.0%,"40,716","40,502"
E01003443,62,63,110,47,46,75.7%,73.2%,"41,101","40,904"
E01003444,51,51,90,39,39,77.3%,75.7%,"41,145","40,964"
E01003445,49,49,87,39,39,79.9%,79.5%,"41,193","41,037"
E01003446,62,63,110,47,46,75.9%,73.3%,"41,108","40,905"
E01003447,46,46,84,39,38,84.5%,83.8%,"41,280","41,113"
E01003448,54,52,61,7,9,12.3%,17.7%,"37,387","37,477"
E01003449,72,68,83,11,15,14.7%,22.4%,"37,689","38,018"
E01003450,68,66,89,21,23,30.3%,34.9%,"39,182","39,202"
E01003451,84,76,92,9,17,10.3%,22.3%,"37,144","38,011"
E01003452,84,76,93,9,17,10.1%,22.3%,"37,126","38,006"
E01003453,127,116,144,17,28,13.4%,24.3%,"37,532","38,240"
E01003454,86,87,136,50,49,58.9%,56.5%,"40,648","40,359"
E01003455,98,95,132,34,37,34.8%,38.7%,"39,553","39,449"
E01003456,115,115,174,59,59,51.8%,51.0%,"40,381","40,146"
E01003457,75,76,122,47,46,62.4%,60.9%,"40,770","40,498"
E01003458,65,65,108,43,44,66.6%,67.3%,"40,885","40,720"
E01003459,71,65,112,41,47,58.1%,71.5%,"40,615","40,841"
E01003460,33,34,57,24,24,73.7%,70.2%,"41,061","40,799"
E01003461,79,80,143,64,63,81.6%,78.6%,"41,229","41,009"
E01003462,13,14,21,8,8,64.4%,58.9%,"40,827","40,431"
E01003463,35,35,54,19,19,54.4%,54.3%,"40,490","40,257"
E01003464,37,38,46,8,7,22.3%,18.4%,"38,480","37,579"
E01003465,24,25,37,13,12,54.7%,47.4%,"40,497","39,959"
E01003466,28,28,55,27,27,97.2%,96.4%,"41,437","41,282"
E01003467,21,22,27,6,5,29.9%,23.8%,"39,134","38,173"
E01003468,30,30,33,3,2,10.1%,7.3%,"37,116","35,912"
E01003469,32,32,67,35,35,107.9%,107.9%,"41,477","41,372"
E01003470,32,32,67,35,35,107.8%,107.8%,"41,475","41,370"
E01003471,45,46,87,42,41,94.5%,89.2%,"41,406","41,199"
E01003472,13,13,20,7,7,50.4%,50.4%,"40,328","40,108"
E01003473,13,13,20,7,7,50.4%,50.4%,"40,328","40,108"
E01003474,22,22,29,6,6,29.0%,29.0%,"39,055","38,725"
E01003475,52,52,75,23,23,43.4%,44.6%,"39,996","39,801"
E01003476,34,35,50,16,15,48.3%,42.3%,"40,247","39,671"
E01003477,34,35,50,16,15,48.3%,42.3%,"40,247","39,671"
E01003478,13,13,20,7,7,50.4%,50.4%,"40,328","40,108"
E01003479,62,73,95,33,22,52.5%,30.6%,"40,406","38,864"
E01003480,46,46,47,1,1,2.5%,2.1%,"35,906","34,989"
E01003481,73,73,95,22,22,30.7%,30.7%,"39,227","38,869"
E01003482,81,81,103,22,22,27.4%,27.4%,"38,927","38,551"
E01003483,29,40,40,11,0,38.5%,1.2%,"39,756","34,758"
E01003484,69,83,104,35,21,50.4%,24.9%,"40,331","38,293"
E01003485,25,26,26,1,0,2.1%,-0.7%,"35,835","34,314"
E01003486,73,73,95,22,22,30.5%,30.5%,"39,196","38,851"
E01003487,73,73,95,22,22,30.5%,30.5%,"39,200","38,854"
E01003488,94,98,101,7,4,7.9%,4.0%,"36,772","35,327"
E01003489,99,102,112,13,10,13.3%,10.1%,"37,522","36,348"
E01003490,124,128,154,30,26,24.0%,20.1%,"38,629","37,781"
E01003491,92,93,103,12,10,12.8%,11.1%,"37,452","36,542"
E01003492,80,82,93,13,11,16.7%,12.8%,"37,896","36,782"
E01003493,80,82,93,13,11,16.8%,12.9%,"37,913","36,795"
E01003494,86,93,112,26,19,29.6%,20.7%,"39,113","37,840"
E01003495,71,74,94,23,20,32.2%,27.3%,"39,348","38,541"
E01003496,17,17,21,4,4,26.5%,22.3%,"38,838","38,010"
E01003497,110,114,116,6,1,5.3%,1.1%,"36,391","34,736"
E01003498,88,90,108,20,18,22.3%,20.2%,"38,472","37,784"
E01003499,124,135,142,18,6,14.5%,4.5%,"37,668","35,425"
E01003500,34,42,40,7,-2,19.8%,-4.5%,"38,245","33,313"
E01003501,97,99,123,25,24,26.1%,24.0%,"38,795","38,201"
E01003502,92,90,108,15,17,16.6%,19.0%,"37,890","37,653"
E01003503,118,121,134,15,13,13.1%,10.7%,"37,492","36,484"
E01003506,36,36,74,37,37,102.0%,102.0%,"41,463","41,331"
E01003507,117,129,136,19,7,16.0%,5.2%,"37,831","35,543"
E01003508,97,99,123,25,24,26.1%,23.9%,"38,799","38,194"
E01003509,97,99,102,5,3,5.0%,3.2%,"36,344","35,166"
E01003511,110,113,125,15,12,13.5%,10.7%,"37,552","36,469"
E01003512,65,79,93,28,15,42.8%,18.9%,"39,970","37,627"
E01003513,26,26,26,1,0,2.8%,0.0%,"35,960","34,493"
E01003514,56,69,93,38,24,67.3%,35.3%,"40,905","39,230"
E01003515,48,50,62,15,12,31.2%,24.9%,"39,257","38,291"
E01003516,50,60,68,19,8,37.5%,13.3%,"39,713","36,842"
E01003517,57,50,75,18,25,32.6%,50.1%,"39,390","40,086"
E01003518,70,70,68,-2,-2,-3.0%,-3.0%,"34,728","33,710"
E01003519,57,69,93,36,24,63.3%,35.2%,"40,801","39,226"
E01003520,117,119,133,16,13,13.8%,11.3%,"37,588","36,585"
E01003521,119,121,133,14,11,12.0%,9.3%,"37,356","36,229"
E01003522,117,119,133,16,13,13.8%,11.2%,"37,583","36,562"
E01003523,118,121,132,14,11,11.6%,8.9%,"37,315","36,180"
E01003524,115,119,132,17,13,14.5%,10.7%,"37,665","36,476"
E01003525,115,119,132,17,13,14.6%,10.7%,"37,674","36,484"
E01003526,119,121,132,14,11,11.5%,8.8%,"37,301","36,163"
E01003527,94,97,115,21,18,22.5%,19.1%,"38,493","37,655"
E01003528,14,14,24,11,11,79.4%,79.3%,"41,182","41,030"
E01003529,76,77,89,13,12,17.5%,15.5%,"38,004","37,170"
E01003530,63,64,75,11,11,17.9%,16.5%,"38,055","37,333"
E01003531,76,77,89,13,12,17.5%,15.4%,"37,993","37,160"
E01003532,76,77,89,13,12,17.6%,15.5%,"38,012","37,181"
E01003533,76,77,89,13,12,17.6%,15.5%,"38,008","37,177"
E01003534,99,99,104,6,6,5.8%,5.8%,"36,480","35,657"
E01003535,36,36,52,16,16,44.7%,44.7%,"40,079","39,807"
E01003536,111,111,121,10,10,9.0%,9.0%,"36,935","36,187"
E01003537,61,63,88,27,25,43.3%,40.1%,"39,993","39,561"
E01003538,69,72,106,37,34,54.1%,47.5%,"40,480","39,970"
E01003539,23,28,40,17,12,75.6%,43.5%,"41,097","39,735"
E01003540,45,46,73,28,26,63.0%,56.9%,"40,788","40,374"
E01003541,48,49,65,17,16,35.1%,33.1%,"39,568","39,045"
E01003542,65,66,79,14,13,21.6%,19.0%,"38,415","37,645"
E01003543,26,26,27,1,1,3.4%,3.4%,"36,077","35,207"
E01003544,45,45,54,10,10,21.6%,21.6%,"38,412","37,942"
E01003545,53,53,59,5,5,10.2%,10.2%,"37,135","36,380"
E01003546,26,26,27,1,1,3.4%,3.4%,"36,088","35,216"
E01003547,68,68,87,19,19,28.0%,28.0%,"38,979","38,617"
E01003548,44,45,79,35,34,80.1%,75.7%,"41,198","40,961"
E01003549,81,83,122,41,40,50.5%,47.9%,"40,334","39,994"
E01003550,26,26,27,1,1,3.0%,3.0%,"35,985","35,113"
E01003551,53,53,73,20,20,38.6%,38.6%,"39,763","39,443"
E01003552,46,46,75,28,28,61.3%,61.3%,"40,730","40,511"
E01003553,72,72,113,41,41,57.3%,56.7%,"40,579","40,362"
E01003554,66,66,88,23,23,34.5%,34.5%,"39,525","39,168"
E01003555,72,72,91,19,19,26.6%,26.6%,"38,859","38,463"
E01003556,72,72,92,19,19,26.6%,26.6%,"38,857","38,461"
E01003557,72,72,91,19,19,26.3%,26.3%,"38,816","38,426"
E01003558,72,72,91,19,19,26.5%,26.5%,"38,842","38,449"
E01003559,92,92,113,21,21,22.6%,22.7%,"38,504","38,044"
E01003560,66,66,83,18,18,27.0%,27.0%,"38,885","38,493"
E01003561,66,66,83,18,18,27.0%,27.0%,"38,885","38,493"
E01003562,92,100,116,23,16,25.3%,15.5%,"38,733","37,174"
E01003563,43,46,46,3,0,6.6%,0.6%,"36,591","34,636"
E01003564,54,57,59,5,2,9.6%,4.3%,"37,047","35,390"
E01003565,54,57,59,5,2,9.2%,4.2%,"36,977","35,360"
E01003566,54,57,59,5,2,9.5%,4.4%,"37,018","35,396"
E01003567,66,66,83,18,18,27.2%,27.2%,"38,900","38,520"
E01003568,54,57,60,5,3,9.3%,4.9%,"36,995","35,489"
E01003569,52,52,59,7,7,13.2%,13.2%,"37,500","36,820"
E01003570,66,66,84,18,18,27.2%,27.2%,"38,902","38,522"
E01003571,66,66,84,18,18,27.3%,27.3%,"38,923","38,547"
E01003572,87,87,108,21,21,23.5%,23.5%,"38,586","38,151"
E01003573,54,57,60,5,3,9.6%,4.9%,"37,036","35,491"
E01003574,51,53,51,0,-2,0.7%,-3.8%,"35,608","33,486"
E01003575,14,14,24,11,11,79.3%,79.1%,"41,177","41,028"
E01003576,68,68,97,29,29,42.8%,42.8%,"39,971","39,702"
E01003577,103,95,178,75,83,72.0%,87.8%,"41,017","41,169"
E01003578,59,59,87,28,28,47.6%,47.2%,"40,226","39,943"
E01003579,86,87,115,28,28,32.9%,32.6%,"39,417","39,014"
E01003580,14,14,24,11,11,79.3%,79.1%,"41,177","41,028"
E01003581,57,57,82,25,25,44.4%,44.3%,"40,061","39,777"
E01003582,57,57,82,25,25,44.2%,44.3%,"40,042","39,783"
E01003583,57,57,82,25,25,44.6%,44.6%,"40,078","39,802"
E01003584,80,82,109,29,27,37.0%,33.7%,"39,696","39,095"
E01003585,86,89,105,19,17,21.9%,18.6%,"38,438","37,598"
E01003586,56,56,75,19,19,33.5%,33.5%,"39,466","39,085"
E01003587,72,73,100,28,28,39.2%,37.9%,"39,789","39,390"
E01003588,82,84,107,25,23,29.9%,27.8%,"39,134","38,592"
E01003589,114,115,140,26,25,22.9%,21.4%,"38,527","37,925"
E01003590,72,73,100,28,28,39.2%,38.0%,"39,788","39,399"
E01003591,72,73,100,28,28,39.1%,37.9%,"39,783","39,397"
E01003592,91,91,94,3,3,3.5%,3.5%,"36,103","35,234"
E01003593,64,64,63,-1,-1,-1.5%,-1.5%,"35,060","34,096"
E01003594,122,122,120,-2,-2,-1.3%,-1.3%,"35,128","34,172"
E01003595,73,73,68,-5,-5,-7.5%,-7.5%,"33,618","32,557"
E01003596,86,86,87,2,2,1.9%,1.9%,"35,803","34,918"
E01003597,67,79,64,-3,-15,-5.1%,-19.6%,"34,207","28,584"
E01003598,86,86,87,2,2,1.9%,1.9%,"35,801","34,913"
E01003599,92,93,103,12,10,12.6%,11.0%,"37,425","36,528"
E01003600,64,64,63,-1,-1,-1.6%,-1.6%,"35,040","34,088"
E01003601,117,129,136,19,7,16.3%,5.5%,"37,864","35,590"
E01003602,117,129,136,19,7,16.3%,5.5%,"37,863","35,610"
E01003603,120,132,132,12,0,9.9%,-0.3%,"37,080","34,403"
E01003604,97,109,112,15,3,15.0%,2.4%,"37,725","35,032"
E01003605,118,122,118,-1,-4,-0.5%,-3.2%,"35,296","33,661"
E01003606,137,150,141,4,-9,3.2%,-5.9%,"36,035","32,972"
E01003607,110,122,110,1,-11,0.7%,-9.3%,"35,611","32,001"
E01003608,105,116,116,11,0,10.3%,-0.1%,"37,152","34,454"
E01003609,31,31,28,-3,-3,-9.3%,-9.3%,"33,138","31,997"
E01003611,20,20,26,6,6,28.8%,28.7%,"39,043","38,688"
E01003615,56,56,114,58,58,103.8%,103.8%,"41,470","41,350"
E01003616,72,75,106,34,31,47.6%,41.9%,"40,226","39,643"
E01003617,192,212,268,76,56,39.3%,26.1%,"39,793","38,412"
E01003618,160,171,185,25,14,15.4%,8.0%,"37,769","36,027"
E01003619,192,212,212,19,0,10.0%,-0.2%,"37,098","34,419"
E01003621,112,114,125,14,11,12.3%,9.5%,"37,386","36,255"
E01003622,52,54,51,-1,-3,-2.8%,-5.6%,"34,803","33,071"
E01003623,48,49,56,8,7,17.2%,13.6%,"37,957","36,883"
E01003624,112,115,125,14,11,12.2%,9.5%,"37,380","36,256"
E01003625,14,14,24,11,11,78.7%,78.7%,"41,172","41,016"
E01003626,76,77,85,9,8,11.7%,9.7%,"37,331","36,295"
E01003627,94,96,110,15,14,16.1%,14.1%,"37,834","36,969"
E01003628,46,49,45,-1,-4,-2.1%,-7.8%,"34,938","32,469"
E01003629,118,121,133,14,11,12.1%,9.4%,"37,369","36,252"
E01003630,92,92,92,0,0,0.4%,0.4%,"35,509","34,590"
E01003631,55,66,63,8,-2,15.4%,-3.7%,"37,774","33,517"
E01003632,66,66,75,10,10,14.7%,14.7%,"37,683","37,051"
E01003633,76,87,87,11,0,14.2%,0.0%,"37,634","34,468"
E01003634,151,161,166,15,5,9.9%,3.4%,"37,077","35,201"
E01003635,140,140,161,20,20,14.6%,14.6%,"37,678","37,040"
E01003636,95,93,87,-8,-5,-8.6%,-5.7%,"33,316","33,028"
E01003637,96,96,97,1,1,0.6%,0.6%,"35,571","34,642"
E01003638,65,65,65,0,1,0.5%,0.9%,"35,534","34,698"
E01003639,15,15,22,7,7,46.2%,45.6%,"40,144","39,855"
E01003640,41,42,75,34,33,83.6%,79.7%,"41,264","41,038"
E01003641,19,19,30,11,11,55.7%,55.0%,"40,531","40,287"
E01003642,19,19,30,11,10,55.4%,54.7%,"40,515","40,276"
E01003643,44,37,25,-19,-12,-42.7%,-32.6%,"20,119","22,958"
E01003644,63,59,70,7,11,10.7%,17.9%,"37,195","37,503"
E01003645,29,29,40,11,11,36.8%,36.2%,"39,682","39,295"
E01003646,104,115,119,15,4,14.4%,3.6%,"37,656","35,243"
E01003647,86,97,94,7,-4,8.5%,-3.7%,"36,866","33,529"
E01003648,58,57,52,-6,-5,-10.7%,-8.6%,"32,741","32,211"
E01003649,28,26,22,-6,-4,-21.7%,-15.3%,"29,399","30,088"
E01003650,44,37,40,-4,3,-8.4%,7.9%,"33,377","36,015"
E01003651,81,120,80,-1,-39,-0.7%,-33.0%,"35,280","22,803"
E01003652,77,115,79,2,-37,2.8%,-31.8%,"35,962","23,334"
E01003653,86,97,94,7,-4,8.5%,-3.7%,"36,866","33,532"
E01003654,20,28,24,3,-4,17.1%,-15.3%,"37,942","30,088"
E01003655,15,20,16,1,-4,5.9%,-21.2%,"36,503","27,955"
E01003656,19,25,23,4,-2,21.8%,-9.4%,"38,426","31,968"
E01003657,18,25,23,4,-2,22.0%,-9.3%,"38,446","31,997"
E01003658,20,28,20,0,-8,-1.3%,-28.5%,"35,130","24,865"
E01003659,21,25,23,2,-1,11.2%,-5.2%,"37,260","33,153"
E01003660,3,3,1,-2,-2,-70.4%,-69.5%,"5,975","4,544"
E01003661,49,49,78,29,29,59.2%,59.0%,"40,663","40,437"
E01003662,49,49,78,29,29,59.5%,59.3%,"40,673","40,451"
E01003663,38,38,82,44,44,115.6%,115.6%,"41,496","41,414"
E01003664,21,21,39,18,18,84.1%,84.1%,"41,275","41,120"
E01003665,20,20,22,2,2,10.1%,10.1%,"37,119","36,356"
E01003666,39,39,86,47,47,121.0%,121.0%,"41,510","41,439"
E01003668,31,31,40,9,9,29.9%,27.5%,"39,141","38,566"
E01003669,38,49,58,20,9,53.9%,18.4%,"40,478","37,573"
E01003670,45,47,50,5,3,12.2%,6.0%,"37,372","35,692"
E01003671,37,41,51,14,10,39.0%,25.2%,"39,781","38,323"
E01003672,52,40,63,10,23,19.5%,56.7%,"38,218","40,363"
E01003673,66,62,69,3,7,4.5%,11.9%,"36,260","36,657"
E01003674,54,40,63,9,23,17.2%,57.8%,"37,959","40,395"
E01003675,26,26,38,12,12,47.0%,47.3%,"40,191","39,953"
E01003676,59,59,72,13,12,22.0%,21.1%,"38,450","37,878"
E01003677,39,36,48,10,12,25.6%,32.8%,"38,759","39,022"
E01003678,36,29,36,-1,7,-1.7%,23.6%,"35,016","38,153"
E01003679,24,19,22,-1,3,-5.9%,18.5%,"34,009","37,587"
E01003680,27,22,15,-11,-6,-42.6%,-28.9%,"20,207","24,645"
E01003681,47,42,42,-4,0,-9.3%,0.7%,"33,138","34,667"
E01003682,34,31,39,5,8,15.3%,24.2%,"37,762","38,229"
E01003683,9,9,11,2,2,22.5%,22.5%,"38,493","38,029"
E01003684,18,18,28,10,10,57.5%,57.3%,"40,593","40,384"
E01003685,173,176,257,84,81,48.7%,46.3%,"40,267","39,894"
E01003686,164,175,199,34,24,20.8%,13.8%,"38,350","36,916"
E01003688,173,187,257,84,70,48.7%,37.7%,"40,270","39,381"
E01003689,184,201,274,90,73,49.1%,36.5%,"40,281","39,312"
E01003690,109,120,128,19,8,17.2%,6.6%,"37,952","35,781"
E01003691,18,18,28,10,10,55.9%,55.9%,"40,535","40,329"
E01003692,96,95,107,12,12,12.2%,12.5%,"37,374","36,739"
E01003693,22,22,32,11,11,48.7%,48.7%,"40,272","40,029"
E01003694,96,95,107,12,12,12.3%,12.6%,"37,383","36,750"
E01003695,96,95,107,11,12,11.7%,12.2%,"37,329","36,712"
E01003696,104,115,119,15,4,14.4%,3.5%,"37,656","35,234"
E01003697,26,26,38,12,12,47.0%,47.3%,"40,194","39,951"
E01003698,55,59,46,-8,-12,-15.0%,-20.9%,"31,542","28,086"
E01003699,62,62,32,-30,-30,-48.2%,-48.2%,"17,255","15,218"
E01003700,64,80,63,-1,-16,-1.9%,-20.6%,"34,983","28,194"
E01003701,78,88,72,-6,-16,-8.0%,-18.3%,"33,480","29,050"
E01003702,43,41,38,-5,-3,-12.0%,-7.3%,"32,371","32,594"
E01003703,37,31,21,-16,-10,-43.3%,-32.6%,"19,854","22,966"
E01003704,43,41,38,-5,-3,-11.9%,-6.9%,"32,389","32,700"
E01003705,78,88,72,-6,-16,-8.2%,-18.5%,"33,412","28,979"
E01003706,35,36,34,-1,-2,-3.2%,-6.6%,"34,673","32,792"
E01003707,24,19,19,-5,0,-21.1%,0.9%,"29,607","34,712"
E01003708,10,10,10,0,0,1.3%,0.8%,"35,711","34,692"
E01003709,24,18,19,-5,0,-20.6%,1.4%,"29,751","34,817"
E01003710,33,29,36,2,7,6.3%,23.3%,"36,556","38,124"
E01003711,78,77,72,-6,-5,-8.0%,-6.4%,"33,462","32,843"
E01003712,27,22,15,-11,-6,-42.6%,-28.9%,"20,207","24,645"
E01003713,59,59,107,48,48,80.8%,82.2%,"41,210","41,077"
E01003714,56,88,65,9,-23,16.9%,-26.0%,"37,922","25,946"
